&parameters
gridpoints =    64
q0 =   1.3999999999999999E+00
shat =   7.9600000000000004E-01
s0   =   1.0000000000000000E+00
minor_r=   1.0000000000000000E+00
trpeps =   1.7999999999999999E-01
beta =   0.0000000000000000E+00
Lref =   0.0000000000000000E+00
Bref =   0.0000000000000000E+00
Cy =   1.2857142857142859E-01
magn_geometry = 's_alpha'
/
  1.0000000000000000E+00 -7.0332405532241493E-01  0.0000000000000000E+00  1.4946647267951674E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.9751235420672326E-01 -5.1102182362793636E-01  0.0000000000000000E+00 -1.1208274087374673E-01  1.5598671076092387E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  6.3439328416364549E-01 -7.7301045336273699E-01
  1.0000000000000000E+00 -6.2517693806436891E-01  0.0000000000000000E+00  1.3908462038875398E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.8709166434887310E-01 -5.5644468550899606E-01  0.0000000000000000E+00 -1.0016004339161927E-01  1.5781909088590100E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.0710678118654757E-01 -7.0710678118654746E-01
  1.0000000000000000E+00 -5.4702982080632279E-01  0.0000000000000000E+00  1.2992416248513976E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.7785377409773380E-01 -5.9570291888943749E-01  0.0000000000000000E+00 -8.7998535210111667E-02  1.5947986342474096E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.7301045336273699E-01 -6.3439328416364549E-01
  1.0000000000000000E+00 -4.6888270354827666E-01  0.0000000000000000E+00  1.2198509896867411E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.6981895476366511E-01 -6.2907744831950152E-01  0.0000000000000000E+00 -7.5660500261497080E-02  1.6095303423002412E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  8.3146961230254524E-01 -5.5557023301960218E-01
  1.0000000000000000E+00 -3.9073558629023053E-01  0.0000000000000000E+00  1.1526742983935703E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.6300202874182641E-01 -6.5683070627399054E-01  0.0000000000000000E+00 -6.3194998848816852E-02  1.6222441586157852E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  8.8192126434835505E-01 -4.7139673682599764E-01
  1.0000000000000000E+00 -3.1258846903218446E-01  0.0000000000000000E+00  1.0977115509718849E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.5741356770240762E-01 -6.7919745345686888E-01  0.0000000000000000E+00 -5.0639903415198730E-02  1.6328176421928444E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.2387953251128674E-01 -3.8268343236508978E-01
  1.0000000000000000E+00 -2.3444135177413833E-01  0.0000000000000000E+00  1.0549627474216852E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.5306089221301828E-01 -6.9637781327637527E-01  0.0000000000000000E+00 -3.8023902035121883E-02  1.6411489646045163E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.5694033573220882E-01 -2.9028467725446233E-01
  1.0000000000000000E+00 -1.5629423451609223E-01  0.0000000000000000E+00  1.0244278877429713E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.4994887735847946E-01 -7.0853212908633256E-01  0.0000000000000000E+00 -2.5368444569000129E-02  1.6471578906616140E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.8078528040323043E-01 -1.9509032201612825E-01
  1.0000000000000000E+00 -7.8147117258046114E-02  0.0000000000000000E+00  1.0061069719357427E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.4808057047046315E-01 -7.1577731367198261E-01  0.0000000000000000E+00 -1.2689624180659448E-02  1.6507865511213937E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.9518472667219693E-01 -9.8017140329560604E-02
  1.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0000000000000000E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.4745762711864414E-01 -7.1818442976156294E-01  0.0000000000000000E+00  0.0000000000000000E+00  1.6519999999999997E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.0000000000000000E+00  0.0000000000000000E+00
  1.0000000000000000E+00  7.8147117258046114E-02  0.0000000000000000E+00  1.0061069719357427E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.4808057047046315E-01 -7.1577731367198261E-01  0.0000000000000000E+00  1.2689624180659448E-02  1.6507865511213937E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.9518472667219693E-01  9.8017140329560604E-02
  1.0000000000000000E+00  1.5629423451609223E-01  0.0000000000000000E+00  1.0244278877429713E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.4994887735847946E-01 -7.0853212908633256E-01  0.0000000000000000E+00  2.5368444569000129E-02  1.6471578906616140E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.8078528040323043E-01  1.9509032201612825E-01
  1.0000000000000000E+00  2.3444135177413833E-01  0.0000000000000000E+00  1.0549627474216852E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.5306089221301828E-01 -6.9637781327637527E-01  0.0000000000000000E+00  3.8023902035121883E-02  1.6411489646045163E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.5694033573220882E-01  2.9028467725446233E-01
  1.0000000000000000E+00  3.1258846903218446E-01  0.0000000000000000E+00  1.0977115509718849E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.5741356770240762E-01 -6.7919745345686888E-01  0.0000000000000000E+00  5.0639903415198730E-02  1.6328176421928444E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.2387953251128674E-01  3.8268343236508978E-01
  1.0000000000000000E+00  3.9073558629023053E-01  0.0000000000000000E+00  1.1526742983935703E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.6300202874182641E-01 -6.5683070627399054E-01  0.0000000000000000E+00  6.3194998848816852E-02  1.6222441586157852E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  8.8192126434835505E-01  4.7139673682599764E-01
  1.0000000000000000E+00  4.6888270354827666E-01  0.0000000000000000E+00  1.2198509896867411E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.6981895476366511E-01 -6.2907744831950152E-01  0.0000000000000000E+00  7.5660500261497080E-02  1.6095303423002412E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  8.3146961230254524E-01  5.5557023301960218E-01
  1.0000000000000000E+00  5.4702982080632279E-01  0.0000000000000000E+00  1.2992416248513976E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.7785377409773380E-01 -5.9570291888943749E-01  0.0000000000000000E+00  8.7998535210111667E-02  1.5947986342474096E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.7301045336273699E-01  6.3439328416364549E-01
  1.0000000000000000E+00  6.2517693806436891E-01  0.0000000000000000E+00  1.3908462038875398E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.8709166434887310E-01 -5.5644468550899606E-01  0.0000000000000000E+00  1.0016004339161927E-01  1.5781909088590100E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.0710678118654757E-01  7.0710678118654746E-01
  1.0000000000000000E+00  7.0332405532241493E-01  0.0000000000000000E+00  1.4946647267951674E+00  5.5555555555555554E+00  3.0864197530864196E+01  8.9751235420672326E-01 -5.1102182362793636E-01  0.0000000000000000E+00  1.1208274087374673E-01  1.5598671076092387E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  6.3439328416364549E-01  7.7301045336273699E-01
  1.0000000000000000E+00  7.8147117258046106E-01  0.0000000000000000E+00  1.6106971935742807E+00  5.5555555555555554E+00  3.0864197530864196E+01  9.0908872567174948E-01 -4.5914674737924482E-01  0.0000000000000000E+00  1.2368910024664079E-01  1.5400036987209398E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  5.5557023301960229E-01  8.3146961230254524E-01
  1.0000000000000000E+00  8.5961828983850708E-01  0.0000000000000000E+00  1.7389436042248796E+00  5.5555555555555554E+00  3.0864197530864196E+01  9.2178522179080902E-01 -4.0054014821598866E-01  0.0000000000000000E+00  1.3488442397113193E-01  1.5187919776801515E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  4.7139673682599781E-01  8.8192126434835494E-01
  1.0000000000000000E+00  9.3776540709655332E-01  0.0000000000000000E+00  1.8794039587469644E+00  5.5555555555555554E+00  3.0864197530864196E+01  9.3555607425980469E-01 -3.3494947875215203E-01  0.0000000000000000E+00  1.4555512337638396E-01  1.4964362249560028E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.8268343236508984E-01  9.2387953251128674E-01
  1.0000000000000000E+00  1.0159125243545994E+00  0.0000000000000000E+00  2.0320782571405345E+00  5.5555555555555554E+00  3.0864197530864196E+01  9.5034337824950676E-01 -2.6217134259345370E-01  0.0000000000000000E+00  1.5556735648346956E-01  1.4731517386681243E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.9028467725446233E-01  9.5694033573220894E-01
  1.0000000000000000E+00  1.0940596416126456E+00  0.0000000000000000E+00  2.1969664994055904E+00  5.5555555555555554E+00  3.0864197530864196E+01  9.6607505901606494E-01 -1.8207799646206388E-01  0.0000000000000000E+00  1.6476622240695910E-01  1.4491627611480644E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.9509032201612833E-01  9.8078528040323043E-01
  1.0000000000000000E+00  1.1722067588706915E+00  0.0000000000000000E+00  2.3740686855421314E+00  5.5555555555555554E+00  3.0864197530864196E+01  9.8266279650018440E-01 -9.4647915970119331E-02  0.0000000000000000E+00  1.7297575518180702E-01  1.4247003193630494E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.8017140329560770E-02  9.9518472667219682E-01
  1.0000000000000000E+00  1.2503538761287378E+00  0.0000000000000000E+00  2.5633848155501591E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.0000000000000000E+00 -6.1232339957367660E-17  0.0000000000000000E+00  1.7999999999999999E-01  1.3999999999999999E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  6.1232339957367660E-17  1.0000000000000000E+00
  1.0000000000000000E+00  1.3285009933867840E+00  0.0000000000000000E+00  2.7649148894296718E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.0179599542636479E+00  1.0156952344889048E-01  0.0000000000000000E+00  1.8562548199766726E-01  1.3752996806369506E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -9.8017140329560645E-02  9.9518472667219693E-01
  1.0000000000000000E+00  1.4066481106448299E+00  0.0000000000000000E+00  2.9786589071806695E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.0363942892112208E+00  2.0954907499117104E-01  0.0000000000000000E+00  1.8962538124347997E-01  1.3508372388519356E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -1.9509032201612819E-01  9.8078528040323043E-01
  1.0000000000000000E+00  1.4847952279028760E+00  0.0000000000000000E+00  3.2046168688031536E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.0551319550245297E+00  3.2317493049642509E-01  0.0000000000000000E+00  1.9176569460919121E-01  1.3268482613318755E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -2.9028467725446216E-01  9.5694033573220894E-01
  1.0000000000000000E+00  1.5629423451609221E+00  0.0000000000000000E+00  3.4427887742971230E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.0739789082837530E+00  4.4139881752560473E-01  0.0000000000000000E+00  1.9181358210343719E-01  1.3035637750439972E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -3.8268343236508973E-01  9.2387953251128674E-01
  1.0000000000000000E+00  1.6410894624189682E+00  0.0000000000000000E+00  3.6931746236625780E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.0927187276466299E+00  5.6286383390577721E-01  0.0000000000000000E+00  1.8954795005873779E-01  1.2812080223198485E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -4.7139673682599770E-01  8.8192126434835505E-01
  1.0000000000000000E+00  1.7192365796770142E+00  0.0000000000000000E+00  3.9557744168995184E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1111143727793626E+00  6.8589320343063254E-01  0.0000000000000000E+00  1.8477210974892802E-01  1.2599963012790603E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -5.5557023301960196E-01  8.3146961230254546E-01
  1.0000000000000000E+00  1.7973836969350603E+00  0.0000000000000000E+00  4.2305881540079442E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1289112711953333E+00  8.0849659464738965E-01  0.0000000000000000E+00  1.7732807118066921E-01  1.2401328923907613E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -6.3439328416364538E-01  7.7301045336273710E-01
  1.0000000000000000E+00  1.8755308141931066E+00  0.0000000000000000E+00  4.5176158349878577E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1458418587249224E+00  9.2839836934034714E-01  0.0000000000000000E+00  1.6711170648126253E-01  1.2218090911409898E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -7.0710678118654746E-01  7.0710678118654757E-01
  1.0000000000000000E+00  1.9536779314511528E+00  0.0000000000000000E+00  4.8168574598392553E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1616316076158504E+00  1.0430910233129704E+00  0.0000000000000000E+00  1.5408768235260931E-01  1.2052013657525902E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -7.7301045336273699E-01  6.3439328416364549E-01
  1.0000000000000000E+00  2.0318250487091989E+00  0.0000000000000000E+00  5.1283130285621388E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1760064533732835E+00  1.1499151389018079E+00  0.0000000000000000E+00  1.3830277162215440E-01  1.1904696576997587E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -8.3146961230254535E-01  5.5557023301960218E-01
  1.0000000000000000E+00  2.1099721659672448E+00  0.0000000000000000E+00  5.4519825411565064E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1887013851313886E+00  1.2461644326771855E+00  0.0000000000000000E+00  1.1989597796851617E-01  1.1777558413842146E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -8.8192126434835494E-01  4.7139673682599786E-01
  1.0000000000000000E+00  2.1881192832252911E+00  0.0000000000000000E+00  5.7878659976223616E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.1994698091823890E+00  1.3292111886535984E+00  0.0000000000000000E+00  9.9103914287708983E-02  1.1671823578071556E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -9.2387953251128674E-01  3.8268343236508989E-01
  1.0000000000000000E+00  2.2662664004833371E+00  0.0000000000000000E+00  6.1359633979597010E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.2080931519573774E+00  1.3966439547162983E+00  0.0000000000000000E+00  7.6260116131817837E-02  1.1588510353954835E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -9.5694033573220882E-01  2.9028467725446239E-01
  1.0000000000000000E+00  2.3444135177413830E+00  0.0000000000000000E+00  6.4962747421685254E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.2143900614486207E+00  1.4464064438698003E+00  0.0000000000000000E+00  5.1787463389800295E-02  1.1528421093383858E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -9.8078528040323043E-01  1.9509032201612861E-01
  1.0000000000000000E+00  2.4225606349994293E+00  0.0000000000000000E+00  6.8688000302488383E+00  5.5555555555555554E+00  3.0864197530864196E+01  1.2182245181398714E+00  1.4769247692069469E+00  0.0000000000000000E+00  2.6183590770986725E-02  1.1492134488786063E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 -9.9518472667219682E-01  9.8017140329560826E-02
